date,school,reservation_theorique
2025-12-11,december,89
2025-12-11,december,85
2025-12-11,december,191
2025-12-11,december,19
2025-12-11,december,73
2025-12-11,december,77
2025-12-11,december,84
2025-12-11,december,19
2025-12-11,december,148
2025-12-11,december,69
2025-12-11,december,159
2025-12-11,december,276
2025-12-11,december,61
2025-12-11,december,104
2025-12-11,december,46
2025-12-11,december,112
2025-12-11,december,192
2025-12-11,december,179
2025-12-11,december,124
2025-12-11,december,140
2025-12-11,december,118
2025-12-11,december,90
2025-12-11,december,112
2025-12-11,december,171
2025-12-11,december,233
2025-12-11,december,114
2025-12-11,december,43
2025-12-11,december,145
2025-12-11,december,162
2025-12-11,december,98
2025-12-11,december,162
2025-12-11,december,74
2025-12-11,december,76
2025-12-11,december,77
2025-12-11,december,204
2025-12-11,december,107
2025-12-11,december,141
2025-12-11,december,81
2025-12-11,december,338
2025-12-11,december,42
2025-12-11,december,128
2025-12-11,december,114
2025-12-11,december,174
2025-12-11,december,195
2025-12-11,december,142
2025-12-11,december,273
2025-12-11,december,63
2025-12-11,december,274
2025-12-11,december,27
2025-12-11,december,222
2025-12-11,december,100
2025-12-11,december,43
2025-12-11,december,150
2025-12-11,december,134
2025-12-11,december,128
2025-12-11,december,92
2025-12-11,december,17
2025-12-11,december,22
2025-12-11,december,51
2025-12-11,december,46
2025-12-11,december,106
2025-12-11,december,44
2025-12-11,december,75
2025-12-11,december,58
2025-12-11,december,132
2025-12-11,december,118
2025-12-11,december,91
2025-12-11,december,106
2025-12-11,december,172
2025-12-11,december,187
2025-12-11,december,93
2025-12-11,december,56
2025-12-11,december,37
2025-12-11,december,239
2025-12-11,december,195
2025-12-11,december,271
2025-12-11,december,23
2025-12-12,december,101
2025-12-12,december,142
2025-12-12,december,81
2025-12-12,december,53
2025-12-12,december,238
2025-12-12,december,81
2025-12-12,december,85
2025-12-12,december,67
2025-12-12,december,126
2025-12-12,december,53
2025-12-12,december,51
2025-12-12,december,61
2025-12-12,december,236
2025-12-12,december,52
2025-12-12,december,96
2025-12-12,december,88
2025-12-12,december,94
2025-12-12,december,82
2025-12-12,december,80
2025-12-12,december,160
2025-12-12,december,108
2025-12-12,december,57
2025-12-12,december,78
2025-12-12,december,58
2025-12-12,december,130
2025-12-12,december,88
2025-12-12,december,180
2025-12-12,december,323
2025-12-12,december,148
2025-12-12,december,93
2025-12-12,december,162
2025-12-12,december,35
2025-12-12,december,118
2025-12-12,december,267
2025-12-12,december,117
2025-12-12,december,161
2025-12-12,december,166
2025-12-12,december,45
2025-12-12,december,78
2025-12-12,december,61
2025-12-12,december,260
2025-12-12,december,101
2025-12-12,december,87
2025-12-12,december,79
2025-12-12,december,190
2025-12-12,december,20
2025-12-12,december,89
2025-12-12,december,78
2025-12-12,december,84
2025-12-12,december,27
2025-12-12,december,147
2025-12-12,december,65
2025-12-12,december,162
2025-12-12,december,269
2025-12-12,december,58
2025-12-12,december,129
2025-12-12,december,55
2025-12-12,december,113
2025-12-12,december,193
2025-12-12,december,187
2025-12-12,december,127
2025-12-12,december,142
2025-12-12,december,119
2025-12-12,december,90
2025-12-12,december,109
2025-12-12,december,175
2025-12-12,december,228
2025-12-12,december,133
2025-12-12,december,46
2025-12-12,december,144
2025-12-12,december,167
2025-12-12,december,77
2025-12-12,december,178
2025-12-12,december,75
2025-12-12,december,72
2025-12-12,december,82
2025-12-12,december,215
2025-12-12,december,116
2025-12-12,december,152
2025-12-12,december,92
2025-12-12,december,344
2025-12-12,december,46
2025-12-12,december,127
2025-12-12,december,132
2025-12-12,december,186
2025-12-12,december,193
2025-12-12,december,149
2025-12-12,december,280
2025-12-12,december,67
2025-12-12,december,269
2025-12-12,december,36
2025-12-12,december,224
2025-12-12,december,103
2025-12-12,december,42
2025-12-12,december,151
2025-12-12,december,127
2025-12-12,december,122
2025-12-12,december,93
2025-12-12,december,18
2025-12-12,december,29
2025-12-12,december,56
2025-12-12,december,51
2025-12-12,december,113
2025-12-12,december,45
2025-12-12,december,85
2025-12-12,december,57
2025-12-12,december,143
2025-12-12,december,117
2025-12-12,december,118
2025-12-12,december,108
2025-12-12,december,192
2025-12-12,december,190
2025-12-12,december,104
2025-12-12,december,60
2025-12-12,december,42
2025-12-12,december,259
2025-12-12,december,212
2025-12-12,december,271
2025-12-12,december,20
2025-12-15,december,94
2025-12-15,december,137
2025-12-15,december,75
2025-12-15,december,37
2025-12-15,december,239
2025-12-15,december,68
2025-12-15,december,81
2025-12-15,december,70
2025-12-15,december,122
2025-12-15,december,56
2025-12-15,december,49
2025-12-15,december,48
2025-12-15,december,229
2025-12-15,december,53
2025-12-15,december,95
2025-12-15,december,83
2025-12-15,december,90
2025-12-15,december,75
2025-12-15,december,80
2025-12-15,december,160
2025-12-15,december,105
2025-12-15,december,51
2025-12-15,december,82
2025-12-15,december,47
2025-12-15,december,130
2025-12-15,december,91
2025-12-15,december,174
2025-12-15,december,299
2025-12-15,december,148
2025-12-15,december,85
2025-12-15,december,161
2025-12-15,december,38
2025-12-15,december,118
2025-12-15,december,274
2025-12-15,december,109
2025-12-15,december,141
2025-12-15,december,166
2025-12-15,december,43
2025-12-15,december,80
2025-12-15,december,59
2025-12-15,december,256
2025-12-15,december,84
2025-12-15,december,89
2025-12-15,december,83
2025-12-15,december,189
2025-12-15,december,19
2025-12-15,december,67
2025-12-15,december,75
2025-12-15,december,82
2025-12-15,december,23
2025-12-15,december,139
2025-12-15,december,68
2025-12-15,december,154
2025-12-15,december,274
2025-12-15,december,59
2025-12-15,december,107
2025-12-15,december,53
2025-12-15,december,110
2025-12-15,december,187
2025-12-15,december,172
2025-12-15,december,121
2025-12-15,december,141
2025-12-15,december,120
2025-12-15,december,92
2025-12-15,december,103
2025-12-15,december,169
2025-12-15,december,231
2025-12-15,december,121
2025-12-15,december,43
2025-12-15,december,139
2025-12-15,december,163
2025-12-15,december,101
2025-12-15,december,166
2025-12-15,december,69
2025-12-15,december,76
2025-12-15,december,84
2025-12-15,december,206
2025-12-15,december,100
2025-12-15,december,127
2025-12-15,december,82
2025-12-15,december,340
2025-12-15,december,44
2025-12-15,december,129
2025-12-15,december,115
2025-12-15,december,174
2025-12-15,december,187
2025-12-15,december,142
2025-12-15,december,277
2025-12-15,december,61
2025-12-15,december,279
2025-12-15,december,30
2025-12-15,december,224
2025-12-15,december,105
2025-12-15,december,42
2025-12-15,december,147
2025-12-15,december,128
2025-12-15,december,124
2025-12-15,december,92
2025-12-15,december,14
2025-12-15,december,24
2025-12-15,december,53
2025-12-15,december,53
2025-12-15,december,112
2025-12-15,december,46
2025-12-15,december,79
2025-12-15,december,61
2025-12-15,december,134
2025-12-15,december,120
2025-12-15,december,80
2025-12-15,december,109
2025-12-15,december,172
2025-12-15,december,178
2025-12-15,december,93
2025-12-15,december,58
2025-12-15,december,37
2025-12-15,december,243
2025-12-15,december,191
2025-12-15,december,266
2025-12-15,december,21
2025-12-16,december,100
2025-12-16,december,152
2025-12-16,december,80
2025-12-16,december,57
2025-12-16,december,240
2025-12-16,december,87
2025-12-16,december,91
2025-12-16,december,68
2025-12-16,december,108
2025-12-16,december,56
2025-12-16,december,49
2025-12-16,december,57
2025-12-16,december,233
2025-12-16,december,56
2025-12-16,december,100
2025-12-16,december,100
2025-12-16,december,97
2025-12-16,december,85
2025-12-16,december,81
2025-12-16,december,157
2025-12-16,december,110
2025-12-16,december,53
2025-12-16,december,82
2025-12-16,december,58
2025-12-16,december,132
2025-12-16,december,90
2025-12-16,december,178
2025-12-16,december,319
2025-12-16,december,150
2025-12-16,december,92
2025-12-16,december,164
2025-12-16,december,38
2025-12-16,december,114
2025-12-16,december,267
2025-12-16,december,119
2025-12-16,december,168
2025-12-16,december,165
2025-12-16,december,43
2025-12-16,december,82
2025-12-16,december,62
2025-12-16,december,262
2025-12-16,december,106
2025-12-16,december,89
2025-12-16,december,82
2025-12-16,december,189
2025-12-16,december,20
2025-12-16,december,93
2025-12-16,december,75
2025-12-16,december,83
2025-12-16,december,23
2025-12-16,december,144
2025-12-16,december,70
2025-12-16,december,163
2025-12-16,december,288
2025-12-16,december,62
2025-12-16,december,124
2025-12-16,december,60
2025-12-16,december,111
2025-12-16,december,205
2025-12-16,december,184
2025-12-16,december,125
2025-12-16,december,139
2025-12-16,december,120
2025-12-16,december,97
2025-12-16,december,109
2025-12-16,december,178
2025-12-16,december,232
2025-12-16,december,140
2025-12-16,december,55
2025-12-16,december,147
2025-12-16,december,161
2025-12-16,december,88
2025-12-16,december,178
2025-12-16,december,74
2025-12-16,december,76
2025-12-16,december,83
2025-12-16,december,216
2025-12-16,december,135
2025-12-16,december,160
2025-12-16,december,93
2025-12-16,december,351
2025-12-16,december,49
2025-12-16,december,128
2025-12-16,december,130
2025-12-16,december,191
2025-12-16,december,195
2025-12-16,december,150
2025-12-16,december,284
2025-12-16,december,62
2025-12-16,december,274
2025-12-16,december,37
2025-12-16,december,229
2025-12-16,december,108
2025-12-16,december,42
2025-12-16,december,151
2025-12-16,december,130
2025-12-16,december,120
2025-12-16,december,93
2025-12-16,december,22
2025-12-16,december,28
2025-12-16,december,54
2025-12-16,december,53
2025-12-16,december,121
2025-12-16,december,44
2025-12-16,december,81
2025-12-16,december,61
2025-12-16,december,141
2025-12-16,december,119
2025-12-16,december,116
2025-12-16,december,108
2025-12-16,december,198
2025-12-16,december,201
2025-12-16,december,92
2025-12-16,december,61
2025-12-16,december,41
2025-12-16,december,252
2025-12-16,december,204
2025-12-16,december,275
2025-12-16,december,25
2025-12-18,december,88
2025-12-18,december,148
2025-12-18,december,71
2025-12-18,december,48
2025-12-18,december,239
2025-12-18,december,65
2025-12-18,december,83
2025-12-18,december,69
2025-12-18,december,125
2025-12-18,december,51
2025-12-18,december,49
2025-12-18,december,47
2025-12-18,december,226
2025-12-18,december,55
2025-12-18,december,93
2025-12-18,december,82
2025-12-18,december,91
2025-12-18,december,74
2025-12-18,december,82
2025-12-18,december,154
2025-12-18,december,102
2025-12-18,december,51
2025-12-18,december,80
2025-12-18,december,54
2025-12-18,december,129
2025-12-18,december,90
2025-12-18,december,170
2025-12-18,december,309
2025-12-18,december,148
2025-12-18,december,87
2025-12-18,december,167
2025-12-18,december,37
2025-12-18,december,118
2025-12-18,december,266
2025-12-18,december,108
2025-12-18,december,148
2025-12-18,december,162
2025-12-18,december,44
2025-12-18,december,80
2025-12-18,december,64
2025-12-18,december,262
2025-12-18,december,86
2025-12-18,december,86
2025-12-18,december,85
2025-12-18,december,191
2025-12-18,december,19
2025-12-18,december,73
2025-12-18,december,78
2025-12-18,december,83
2025-12-18,december,20
2025-12-18,december,149
2025-12-18,december,70
2025-12-18,december,157
2025-12-18,december,276
2025-12-18,december,59
2025-12-18,december,104
2025-12-18,december,47
2025-12-18,december,113
2025-12-18,december,196
2025-12-18,december,174
2025-12-18,december,121
2025-12-18,december,139
2025-12-18,december,119
2025-12-18,december,91
2025-12-18,december,107
2025-12-18,december,171
2025-12-18,december,230
2025-12-18,december,112
2025-12-18,december,43
2025-12-18,december,146
2025-12-18,december,162
2025-12-18,december,98
2025-12-18,december,162
2025-12-18,december,69
2025-12-18,december,74
2025-12-18,december,77
2025-12-18,december,203
2025-12-18,december,105
2025-12-18,december,138
2025-12-18,december,82
2025-12-18,december,329
2025-12-18,december,43
2025-12-18,december,125
2025-12-18,december,118
2025-12-18,december,177
2025-12-18,december,189
2025-12-18,december,146
2025-12-18,december,278
2025-12-18,december,63
2025-12-18,december,273
2025-12-18,december,28
2025-12-18,december,227
2025-12-18,december,100
2025-12-18,december,41
2025-12-18,december,151
2025-12-18,december,131
2025-12-18,december,121
2025-12-18,december,92
2025-12-18,december,16
2025-12-18,december,24
2025-12-18,december,52
2025-12-18,december,49
2025-12-18,december,101
2025-12-18,december,45
2025-12-18,december,76
2025-12-18,december,57
2025-12-18,december,133
2025-12-18,december,116
2025-12-18,december,92
2025-12-18,december,106
2025-12-18,december,171
2025-12-18,december,192
2025-12-18,december,90
2025-12-18,december,58
2025-12-18,december,37
2025-12-18,december,240
2025-12-18,december,194
2025-12-18,december,272
2025-12-18,december,23
2025-12-19,december,99
2025-12-19,december,142
2025-12-19,december,79
2025-12-19,december,52
2025-12-19,december,235
2025-12-19,december,83
2025-12-19,december,84
2025-12-19,december,66
2025-12-19,december,126
2025-12-19,december,53
2025-12-19,december,48
2025-12-19,december,58
2025-12-19,december,233
2025-12-19,december,53
2025-12-19,december,93
2025-12-19,december,86
2025-12-19,december,92
2025-12-19,december,81
2025-12-19,december,79
2025-12-19,december,161
2025-12-19,december,107
2025-12-19,december,57
2025-12-19,december,80
2025-12-19,december,61
2025-12-19,december,129
2025-12-19,december,84
2025-12-19,december,182
2025-12-19,december,318
2025-12-19,december,146
2025-12-19,december,90
2025-12-19,december,162
2025-12-19,december,35
2025-12-19,december,120
2025-12-19,december,273
2025-12-19,december,120
2025-12-19,december,160
2025-12-19,december,152
2025-12-19,december,44
2025-12-19,december,79
2025-12-19,december,61
2025-12-19,december,258
2025-12-19,december,98
2025-12-19,december,88
2025-12-19,december,79
2025-12-19,december,188
2025-12-19,december,21
2025-12-19,december,92
2025-12-19,december,77
2025-12-19,december,82
2025-12-19,december,25
2025-12-19,december,147
2025-12-19,december,65
2025-12-19,december,168
2025-12-19,december,283
2025-12-19,december,55
2025-12-19,december,127
2025-12-19,december,56
2025-12-19,december,109
2025-12-19,december,194
2025-12-19,december,182
2025-12-19,december,127
2025-12-19,december,143
2025-12-19,december,120
2025-12-19,december,91
2025-12-19,december,103
2025-12-19,december,170
2025-12-19,december,225
2025-12-19,december,133
2025-12-19,december,48
2025-12-19,december,142
2025-12-19,december,163
2025-12-19,december,79
2025-12-19,december,178
2025-12-19,december,75
2025-12-19,december,70
2025-12-19,december,82
2025-12-19,december,212
2025-12-19,december,118
2025-12-19,december,151
2025-12-19,december,95
2025-12-19,december,341
2025-12-19,december,45
2025-12-19,december,123
2025-12-19,december,133
2025-12-19,december,187
2025-12-19,december,190
2025-12-19,december,148
2025-12-19,december,277
2025-12-19,december,66
2025-12-19,december,271
2025-12-19,december,38
2025-12-19,december,221
2025-12-19,december,102
2025-12-19,december,39
2025-12-19,december,153
2025-12-19,december,127
2025-12-19,december,122
2025-12-19,december,92
2025-12-19,december,17
2025-12-19,december,29
2025-12-19,december,56
2025-12-19,december,51
2025-12-19,december,117
2025-12-19,december,46
2025-12-19,december,87
2025-12-19,december,58
2025-12-19,december,145
2025-12-19,december,117
2025-12-19,december,119
2025-12-19,december,107
2025-12-19,december,194
2025-12-19,december,194
2025-12-19,december,103
2025-12-19,december,62
2025-12-19,december,42
2025-12-19,december,258
2025-12-19,december,203
2025-12-19,december,273
2025-12-19,december,20
