date,school,reservation_theorique,presence_reel_eleve
2025-10-16,NERUDA,30,21
2025-10-16,OLYMPE DE GOUGES,220,204
2025-10-16,PAGNOL,97,89
2025-10-16,PASTEUR,42,42
2025-10-16,PAUL BERT VICTOR HUGO,150,152
2025-10-16,PAUL LANGEVIN,128,125
2025-10-16,PAUL PAINLEVE,125,114
2025-10-16,PERICLES,89,86
2025-10-16,PICASSO,18,16
2025-10-16,PREVERT,21,23
2025-10-16,PROKOFIEV,49,50
2025-10-16,RENAUD,43,38
2025-10-16,RONSARD,106,106
2025-10-16,ROUX,43,40
2025-10-16,SAMUEL PATY,78,66
2025-10-16,SARAH BERNHARDT,55,51
2025-10-16,SIGMUND FREUD,129,126
2025-10-16,SIGNORET,114,112
2025-10-16,SIMON BOLIVAR,82,81
2025-10-16,SOULAGES,107,107
2025-10-16,SPINOZA,173,174
2025-10-16,SUN YAT SEN,179,178
2025-10-16,SURCOUF,88,88
2025-10-16,TERESA,62,61
2025-10-16,VAN GOGH,36,33
2025-10-16,VICTOR SCHOELCHER,232,224
2025-10-16,VOLTAIRE,196,188
2025-10-16,WINSTON CHURCHILL,271,276
2025-10-16,WOOLF,27,24
2025-10-17,AKIRA KUROSAWA,96,102
2025-10-17,ALAIN SAVARY,143,138
2025-10-17,ALBRECHT,79,71
2025-10-17,ANDRE BOULLOCHE,51,49
2025-10-17,ANDRE MALRAUX,234,227
2025-10-17,ANTOINE BALARD,81,74
2025-10-17,AQUITAINE,88,84
2025-10-17,ARISTOTE,66,60
2025-10-17,AUBIGNE,123,113
2025-10-17,AUBRAC,48,40
2025-10-17,AUGUSTE COMTE,49,47
2025-10-17,AVERROES,55,54
2025-10-17,BENOITE GROULT,238,217
2025-10-17,BERGMAN,48,43
2025-10-17,BLAISE PASCAL,92,90
2025-10-17,BON,79,76
2025-10-17,BOUCHER,92,76
2025-10-17,BRES,71,71
2025-10-17,CALANDRETA DAU CHIVALET,83,81
2025-10-17,CALANDRETA DAU CLAPAS,157,135
2025-10-17,CALLAS,102,100
2025-10-17,CAMOENS,51,43
2025-10-17,CANDOLA,78,78
2025-10-17,CERVANTES,55,49
2025-10-17,CHAPLIN,134,128
2025-10-17,CHAPTAL,89,80
2025-10-17,CHARLES BAUDELAIRE,185,175
2025-10-17,CHARLES DICKENS ANNE FRANK,316,303
2025-10-17,CHENGDU,147,149
2025-10-17,COCTEAU,86,80
2025-10-17,CONDORCET,160,150
2025-10-17,COPERNIC,35,32
2025-10-17,DAUDET,118,113
2025-10-17,DAVILER KERGOMARD,257,247
2025-10-17,DEROIN,116,104
2025-10-17,DIDEROT,155,158
2025-10-17,DOCTEUR CALMETTE,166,162
2025-10-17,DURUY,42,12
2025-10-17,ELUARD,65,71
2025-10-17,EMILE COMBES,63,61
2025-10-17,EUGENE POTTIER JEAN SIBELIUS,262,266
2025-10-17,F D ROOSEVELT,106,101
2025-10-17,FIGUIER,85,87
2025-10-17,FLORIAN,81,77
2025-10-17,FRANCOIS MITTERRAND,190,180
2025-10-17,FREDERIC BAZILLE,17,16
2025-10-17,GALILEE,86,80
2025-10-17,GAMA,69,66
2025-10-17,GAMBETTA,81,56
2025-10-17,GANDHI,21,21
2025-10-17,GARIBALDI,141,146
2025-10-17,GARNIER,70,62
2025-10-17,GEORGES SIMENON,167,176
2025-10-17,GERMAINE RICHIER,292,272
2025-10-17,GOETHE,57,54
2025-10-17,HEIDELBERG,122,111
2025-10-17,HYPATIE,49,51
2025-10-17,ISAAC SCHOLL,106,105
2025-10-17,JACQUES BREL,189,166
2025-10-17,JEAN JAURES,189,174
2025-10-17,JEAN MACE,126,120
2025-10-17,JEAN MERMOZ,143,143
2025-10-17,JEAN MOULIN,120,112
2025-10-17,JEAN ZAY,93,87
2025-10-17,JEANNE D ARC,107,105
2025-10-17,JEANNE MOREAU,175,174
2025-10-17,JOAN MIRO,224,213
2025-10-17,JOSEPH DELTEIL,126,116
2025-10-17,JOYCE,40,41
2025-10-17,JULES FERRY,144,143
2025-10-17,JULES SIMON,163,153
2025-10-17,JULES VERNE,104,98
2025-10-17,JULIE DAUBIE,175,164
2025-10-17,KIPLING,76,73
2025-10-17,LAFONTAINE,73,69
2025-10-17,LAMARTINE,82,81
2025-10-17,LEO MALET,205,196
2025-10-17,LEOPOLD SEDAR SENGHOR,109,96
2025-10-17,LOUIS ARMSTRONG,144,118
2025-10-17,LOUISVILLE,95,92
2025-10-17,LUDWIG VAN BEETHOVEN,203,173
2025-10-17,LUTHERKING,44,38
2025-10-17,MADAME DE SEVIGNE,127,119
2025-10-17,MARC BLOCH,130,123
2025-10-17,MARGUERITTE YOURCENAR,178,171
2025-10-17,MARIE CURIE,187,184
2025-10-17,MARIE PAPE CARPENTIER,145,134
2025-10-17,MICHEL DE L HOSPITAL,275,260
2025-10-17,MICHELET,64,58
2025-10-17,MORISOT MOZART,264,258
2025-10-17,NERUDA,38,28
2025-10-17,OLYMPE DE GOUGES,222,215
2025-10-17,PAGNOL,99,91
2025-10-17,PASTEUR,42,39
2025-10-17,PAUL BERT VICTOR HUGO,149,144
2025-10-17,PAUL LANGEVIN,127,111
2025-10-17,PAUL PAINLEVE,120,105
2025-10-17,PERICLES,94,88
2025-10-17,PICASSO,18,18
2025-10-17,PREVERT,26,26
2025-10-17,PROKOFIEV,53,35
2025-10-17,RENAUD,2,1
2025-10-17,RONSARD,112,110
2025-10-17,ROUX,45,41
2025-10-17,SAMUEL PATY,84,72
2025-10-17,SARAH BERNHARDT,51,46
2025-10-17,SIGMUND FREUD,137,135
2025-10-17,SIGNORET,114,102
2025-10-17,SIMON BOLIVAR,102,96
2025-10-17,SOULAGES,107,101
2025-10-17,SPINOZA,193,183
2025-10-17,SUN YAT SEN,189,185
2025-10-17,SURCOUF,97,94
2025-10-17,TERESA,63,62
2025-10-17,VAN GOGH,42,38
2025-10-17,VICTOR SCHOELCHER,249,228
2025-10-17,VOLTAIRE,209,203
2025-10-17,WINSTON CHURCHILL,277,273
2025-10-17,WOOLF,23,23
2025-11-03,AKIRA KUROSAWA,83,89
2025-11-03,ALAIN SAVARY,130,128
2025-11-03,ALBRECHT,73,72
2025-11-03,ANDRE BOULLOCHE,35,35
2025-11-03,ANDRE MALRAUX,229,229
2025-11-03,ANTOINE BALARD,69,63
2025-11-03,AQUITAINE,77,77
2025-11-03,ARISTOTE,66,68
2025-11-03,AUBIGNE,119,121
2025-11-03,AUBRAC,47,45
2025-11-03,AUGUSTE COMTE,50,34
2025-11-03,AVERROES,45,45
2025-11-03,BENOITE GROULT,207,216
2025-11-03,BERGMAN,53,51
2025-11-03,BLAISE PASCAL,89,88
2025-11-03,BON,77,74
2025-11-03,BOUCHER,85,83
2025-11-03,BRES,67,68
2025-11-03,CALANDRETA DAU CHIVALET,79,79
2025-11-03,CALANDRETA DAU CLAPAS,157,153
2025-11-03,CALLAS,96,96
2025-11-03,CAMOENS,54,54
2025-11-03,CANDOLA,81,69
2025-11-03,CERVANTES,44,43
2025-11-03,CHAPLIN,127,111
2025-11-03,CHAPTAL,93,85
2025-11-03,CHARLES BAUDELAIRE,169,165
2025-11-03,CHARLES DICKENS ANNE FRANK,302,283
2025-11-03,CHENGDU,147,130
2025-11-03,COCTEAU,78,59
2025-11-03,CONDORCET,156,153
2025-11-03,COPERNIC,37,32
2025-11-03,DAUDET,115,114
2025-11-03,DAVILER KERGOMARD,269,268
2025-11-03,DEROIN,106,105
2025-11-03,DIDEROT,130,121
2025-11-03,DOCTEUR CALMETTE,158,155
2025-11-03,DURUY,38,34
2025-11-03,ELUARD,68,70
2025-11-03,EMILE COMBES,55,56
2025-11-03,EUGENE POTTIER JEAN SIBELIUS,257,260
2025-11-03,F D ROOSEVELT,79,81
2025-11-03,FIGUIER,87,86
2025-11-03,FLORIAN,82,82
2025-11-03,FRANCOIS MITTERRAND,184,183
2025-11-03,FREDERIC BAZILLE,16,13
2025-11-03,GALILEE,63,62
2025-11-03,GAMA,71,70
2025-11-03,GAMBETTA,82,79
2025-11-03,GANDHI,21,21
2025-11-03,GARIBALDI,128,129
2025-11-03,GARNIER,67,68
2025-11-03,GEORGES SIMENON,153,158
2025-11-03,GERMAINE RICHIER,266,260
2025-11-03,GOETHE,57,60
2025-11-03,HEIDELBERG,102,106
2025-11-03,HYPATIE,44,41
2025-11-03,ISAAC SCHOLL,105,100
2025-11-03,JACQUES BREL,181,179
2025-11-03,JEAN JAURES,176,165
2025-11-03,JEAN MACE,123,123
2025-11-03,JEAN MERMOZ,134,137
2025-11-03,JEAN MOULIN,118,115
2025-11-03,JEAN ZAY,94,97
2025-11-03,JEANNE D ARC,106,102
2025-11-03,JEANNE MOREAU,172,171
2025-11-03,JOAN MIRO,227,221
2025-11-03,JOSEPH DELTEIL,115,111
2025-11-03,JOYCE,34,34
2025-11-03,JULES FERRY,136,139
2025-11-03,JULES SIMON,160,155
2025-11-03,JULES VERNE,96,95
2025-11-03,JULIE DAUBIE,152,151
2025-11-03,KIPLING,66,67
2025-11-03,LAFONTAINE,74,73
2025-11-03,LAMARTINE,84,84
2025-11-03,LEO MALET,201,199
2025-11-03,LEOPOLD SEDAR SENGHOR,94,95
2025-11-03,LOUIS ARMSTRONG,129,126
2025-11-03,LOUISVILLE,79,78
2025-11-03,LUDWIG VAN BEETHOVEN,323,319
2025-11-03,LUTHERKING,41,38
2025-11-03,MADAME DE SEVIGNE,123,128
2025-11-03,MARC BLOCH,110,109
2025-11-03,MARGUERITTE YOURCENAR,170,163
2025-11-03,MARIE CURIE,183,183
2025-11-03,MARIE PAPE CARPENTIER,140,134
2025-11-03,MICHEL DE L HOSPITAL,275,271
2025-11-03,MICHELET,57,53
2025-11-03,MORISOT MOZART,260,270
2025-11-03,NERUDA,30,24
2025-11-03,OLYMPE DE GOUGES,215,213
2025-11-03,PAGNOL,99,97
2025-11-03,PASTEUR,41,40
2025-11-03,PAUL BERT VICTOR HUGO,145,146
2025-11-03,PAUL LANGEVIN,119,123
2025-11-03,PAUL PAINLEVE,125,117
2025-11-03,PERICLES,88,83
2025-11-03,PICASSO,14,14
2025-11-03,PREVERT,23,19
2025-11-03,PROKOFIEV,53,54
2025-11-03,RENAUD,47,45
2025-11-03,RONSARD,106,114
2025-11-03,ROUX,44,44
2025-11-03,SAMUEL PATY,67,59
2025-11-03,SARAH BERNHARDT,57,53
2025-11-03,SIGMUND FREUD,126,129
2025-11-03,SIGNORET,113,111
2025-11-03,SIMON BOLIVAR,69,72
2025-11-03,SOULAGES,110,107
2025-11-03,SPINOZA,167,164
2025-11-03,SUN YAT SEN,164,166
2025-11-03,SURCOUF,91,94
2025-11-03,TERESA,61,54
2025-11-03,VAN GOGH,36,33
2025-11-03,VICTOR SCHOELCHER,230,228
2025-11-03,VOLTAIRE,183,188
2025-11-03,WINSTON CHURCHILL,263,266
2025-11-03,WOOLF,20,20
2025-11-04,AKIRA KUROSAWA,97,106
2025-11-04,ALAIN SAVARY,146,148
2025-11-04,ALBRECHT,77,75
2025-11-04,ANDRE BOULLOCHE,55,56
2025-11-04,ANDRE MALRAUX,236,217
2025-11-04,ANTOINE BALARD,87,75
2025-11-04,AQUITAINE,81,83
2025-11-04,ARISTOTE,65,67
2025-11-04,AUBIGNE,122,125
2025-11-04,AUBRAC,50,48
2025-11-04,AUGUSTE COMTE,50,22
2025-11-04,AVERROES,50,48
2025-11-04,BENOITE GROULT,221,225
2025-11-04,BERGMAN,52,52
2025-11-04,BLAISE PASCAL,93,89
2025-11-04,BON,86,85
2025-11-04,BOUCHER,99,92
2025-11-04,BRES,80,83
2025-11-04,CALANDRETA DAU CHIVALET,79,80
2025-11-04,CALANDRETA DAU CLAPAS,156,157
2025-11-04,CALLAS,105,104
2025-11-04,CAMOENS,52,55
2025-11-04,CANDOLA,80,78
2025-11-04,CERVANTES,51,48
2025-11-04,CHAPLIN,135,134
2025-11-04,CHAPTAL,91,85
2025-11-04,CHARLES BAUDELAIRE,176,177
2025-11-04,CHARLES DICKENS ANNE FRANK,306,288
2025-11-04,CHENGDU,154,119
2025-11-04,COCTEAU,85,79
2025-11-04,CONDORCET,165,152
2025-11-04,COPERNIC,39,34
2025-11-04,DAUDET,118,118
2025-11-04,DAVILER KERGOMARD,262,260
2025-11-04,DEROIN,114,111
2025-11-04,DIDEROT,156,155
2025-11-04,DOCTEUR CALMETTE,166,166
2025-11-04,DURUY,43,43
2025-11-04,ELUARD,72,74
2025-11-04,EMILE COMBES,62,63
2025-11-04,EUGENE POTTIER JEAN SIBELIUS,260,265
2025-11-04,F D ROOSEVELT,103,100
2025-11-04,FIGUIER,88,92
2025-11-04,FLORIAN,84,80
2025-11-04,FRANCOIS MITTERRAND,191,184
2025-11-04,FREDERIC BAZILLE,17,17
2025-11-04,GALILEE,84,89
2025-11-04,GAMA,71,70
2025-11-04,GAMBETTA,84,84
2025-11-04,GANDHI,23,25
2025-11-04,GARIBALDI,132,133
2025-11-04,GARNIER,69,67
2025-11-04,GEORGES SIMENON,164,173
2025-11-04,GERMAINE RICHIER,282,278
2025-11-04,GOETHE,56,59
2025-11-04,HEIDELBERG,116,118
2025-11-04,HYPATIE,55,57
2025-11-04,ISAAC SCHOLL,106,103
2025-11-04,JACQUES BREL,196,189
2025-11-04,JEAN JAURES,185,176
2025-11-04,JEAN MACE,127,129
2025-11-04,JEAN MERMOZ,135,140
2025-11-04,JEAN MOULIN,119,114
2025-11-04,JEAN ZAY,95,96
2025-11-04,JEANNE D ARC,83,81
2025-11-04,JEANNE MOREAU,176,176
2025-11-04,JOAN MIRO,227,218
2025-11-04,JOSEPH DELTEIL,139,126
2025-11-04,JOYCE,45,45
2025-11-04,JULES FERRY,143,143
2025-11-04,JULES SIMON,157,160
2025-11-04,JULES VERNE,103,102
2025-11-04,JULIE DAUBIE,167,163
2025-11-04,KIPLING,72,71
2025-11-04,LAFONTAINE,76,75
2025-11-04,LAMARTINE,81,81
2025-11-04,LEO MALET,212,208
2025-11-04,LEOPOLD SEDAR SENGHOR,123,119
2025-11-04,LOUIS ARMSTRONG,154,153
2025-11-04,LOUISVILLE,92,91
2025-11-04,LUDWIG VAN BEETHOVEN,341,338
2025-11-04,LUTHERKING,45,39
2025-11-04,MADAME DE SEVIGNE,127,133
2025-11-04,MARC BLOCH,129,128
2025-11-04,MARGUERITTE YOURCENAR,178,162
2025-11-04,MARIE CURIE,190,189
2025-11-04,MARIE PAPE CARPENTIER,149,144
2025-11-04,MICHEL DE L HOSPITAL,281,273
2025-11-04,MICHELET,62,54
2025-11-04,MORISOT MOZART,259,268
2025-11-04,NERUDA,36,32
2025-11-04,OLYMPE DE GOUGES,212,213
2025-11-04,PAGNOL,101,82
2025-11-04,PASTEUR,41,41
2025-11-04,PAUL BERT VICTOR HUGO,148,154
2025-11-04,PAUL LANGEVIN,117,123
2025-11-04,PAUL PAINLEVE,123,118
2025-11-04,PERICLES,90,82
2025-11-04,PICASSO,21,19
2025-11-04,PREVERT,30,30
2025-11-04,PROKOFIEV,54,58
2025-11-04,RENAUD,51,47
2025-11-04,RONSARD,119,118
2025-11-04,ROUX,42,41
2025-11-04,SAMUEL PATY,74,62
2025-11-04,SARAH BERNHARDT,59,56
2025-11-04,SIGMUND FREUD,129,133
2025-11-04,SIGNORET,118,111
2025-11-04,SIMON BOLIVAR,106,108
2025-11-04,SOULAGES,107,104
2025-11-04,SPINOZA,193,191
2025-11-04,SUN YAT SEN,196,195
2025-11-04,SURCOUF,91,96
2025-11-04,TERESA,61,57
2025-11-04,VAN GOGH,40,35
2025-11-04,VICTOR SCHOELCHER,260,261
2025-11-04,VOLTAIRE,201,199
2025-11-04,WINSTON CHURCHILL,276,276
2025-11-04,WOOLF,27,26
2025-11-06,AKIRA KUROSAWA,86,89
2025-11-06,ALAIN SAVARY,146,146
2025-11-06,ALBRECHT,72,69
2025-11-06,ANDRE BOULLOCHE,44,44
2025-11-06,ANDRE MALRAUX,234,229
2025-11-06,ANTOINE BALARD,68,66
2025-11-06,AQUITAINE,80,76
2025-11-06,ARISTOTE,64,67
2025-11-06,AUBIGNE,121,123
2025-11-06,AUBRAC,46,44
2025-11-06,AUGUSTE COMTE,50,33
2025-11-06,AVERROES,46,45
2025-11-06,BENOITE GROULT,221,188
2025-11-06,BERGMAN,53,52
2025-11-06,BLAISE PASCAL,87,90
2025-11-06,BON,74,69
2025-11-06,BOUCHER,89,86
2025-11-06,BRES,70,73
2025-11-06,CALANDRETA DAU CHIVALET,79,78
2025-11-06,CALANDRETA DAU CLAPAS,154,152
2025-11-06,CALLAS,100,101
2025-11-06,CAMOENS,50,52
2025-11-06,CANDOLA,78,78
2025-11-06,CERVANTES,48,46
2025-11-06,CHAPLIN,134,130
2025-11-06,CHAPTAL,89,82
2025-11-06,CHARLES BAUDELAIRE,173,167
2025-11-06,CHARLES DICKENS ANNE FRANK,299,283
2025-11-06,CHENGDU,148,141
2025-11-06,COCTEAU,79,68
2025-11-06,CONDORCET,165,165
2025-11-06,COPERNIC,37,32
2025-11-06,DAUDET,119,118
2025-11-06,DAVILER KERGOMARD,265,265
2025-11-06,DEROIN,110,109
2025-11-06,DIDEROT,134,120
2025-11-06,DOCTEUR CALMETTE,157,161
2025-11-06,DURUY,46,45
2025-11-06,ELUARD,74,77
2025-11-06,EMILE COMBES,62,63
2025-11-06,EUGENE POTTIER JEAN SIBELIUS,261,261
2025-11-06,F D ROOSEVELT,82,83
2025-11-06,FIGUIER,86,87
2025-11-06,FLORIAN,87,85
2025-11-06,FRANCOIS MITTERRAND,188,185
2025-11-06,FREDERIC BAZILLE,16,18
2025-11-06,GALILEE,67,76
2025-11-06,GAMA,74,77
2025-11-06,GAMBETTA,84,81
2025-11-06,GANDHI,19,17
2025-11-06,GARIBALDI,140,139
2025-11-06,GARNIER,68,64
2025-11-06,GEORGES SIMENON,154,160
2025-11-06,GERMAINE RICHIER,273,268
2025-11-06,GOETHE,56,57
2025-11-06,HEIDELBERG,93,90
2025-11-06,HYPATIE,45,46
2025-11-06,ISAAC SCHOLL,109,103
2025-11-06,JACQUES BREL,185,179
2025-11-06,JEAN JAURES,173,159
2025-11-06,JEAN MACE,46,6
2025-11-06,JEAN MERMOZ,139,143
2025-11-06,JEAN MOULIN,116,117
2025-11-06,JEAN ZAY,88,85
2025-11-06,JEANNE D ARC,108,105
2025-11-06,JEANNE MOREAU,171,171
2025-11-06,JOAN MIRO,232,221
2025-11-06,JOSEPH DELTEIL,116,115
2025-11-06,JOYCE,35,29
2025-11-06,JULES FERRY,139,141
2025-11-06,JULES SIMON,163,161
2025-11-06,JULES VERNE,96,93
2025-11-06,JULIE DAUBIE,158,152
2025-11-06,KIPLING,68,58
2025-11-06,LAFONTAINE,75,73
2025-11-06,LAMARTINE,77,76
2025-11-06,LEO MALET,204,198
2025-11-06,LEOPOLD SEDAR SENGHOR,96,101
2025-11-06,LOUIS ARMSTRONG,134,136
2025-11-06,LOUISVILLE,82,81
2025-11-06,LUDWIG VAN BEETHOVEN,330,335
2025-11-06,LUTHERKING,39,32
2025-11-06,MADAME DE SEVIGNE,121,129
2025-11-06,MARC BLOCH,109,114
2025-11-06,MARGUERITTE YOURCENAR,169,165
2025-11-06,MARIE CURIE,189,194
2025-11-06,MARIE PAPE CARPENTIER,144,141
2025-11-06,MICHEL DE L HOSPITAL,275,265
2025-11-06,MICHELET,64,60
2025-11-06,MORISOT MOZART,263,266
2025-11-06,NERUDA,27,24
2025-11-06,OLYMPE DE GOUGES,219,219
2025-11-06,PAGNOL,98,96
2025-11-06,PASTEUR,41,41
2025-11-06,PAUL BERT VICTOR HUGO,150,149
2025-11-06,PAUL LANGEVIN,124,128
2025-11-06,PAUL PAINLEVE,129,121
2025-11-06,PERICLES,89,85
2025-11-06,PICASSO,17,18
2025-11-06,PREVERT,21,23
2025-11-06,PROKOFIEV,50,53
2025-11-06,RENAUD,43,37
2025-11-06,RONSARD,103,102
2025-11-06,ROUX,43,42
2025-11-06,SAMUEL PATY,70,78
2025-11-06,SARAH BERNHARDT,57,54
2025-11-06,SIGMUND FREUD,124,135
2025-11-06,SIGNORET,112,95
2025-11-06,SIMON BOLIVAR,80,89
2025-11-06,SOULAGES,107,104
2025-11-06,SPINOZA,166,168
2025-11-06,SUN YAT SEN,181,169
2025-11-06,SURCOUF,91,95
2025-11-06,TERESA,61,55
2025-11-06,VAN GOGH,38,33
2025-11-06,VICTOR SCHOELCHER,232,214
2025-11-06,VOLTAIRE,194,191
2025-11-06,WINSTON CHURCHILL,267,261
2025-11-06,WOOLF,24,23
2025-11-07,AKIRA KUROSAWA,98,89
2025-11-07,ALAIN SAVARY,135,144
2025-11-07,ALBRECHT,79,70
2025-11-07,ANDRE BOULLOCHE,49,45
2025-11-07,ANDRE MALRAUX,233,225
2025-11-07,ANTOINE BALARD,86,83
2025-11-07,AQUITAINE,81,79
2025-11-07,ARISTOTE,64,67
2025-11-07,AUBIGNE,121,123
2025-11-07,AUBRAC,47,44
2025-11-07,AUGUSTE COMTE,50,48
2025-11-07,AVERROES,56,57
2025-11-07,BENOITE GROULT,229,211
2025-11-07,BERGMAN,51,49
2025-11-07,BLAISE PASCAL,93,91
2025-11-07,BON,85,81
2025-11-07,BOUCHER,91,86
2025-11-07,BRES,78,70
2025-11-07,CALANDRETA DAU CHIVALET,77,78
2025-11-07,CALANDRETA DAU CLAPAS,156,151
2025-11-07,CALLAS,106,99
2025-11-07,CAMOENS,59,57
2025-11-07,CANDOLA,80,57
2025-11-07,CERVANTES,54,52
2025-11-07,CHAPLIN,133,133
2025-11-07,CHAPTAL,91,82
2025-11-07,CHARLES BAUDELAIRE,176,171
2025-11-07,CHARLES DICKENS ANNE FRANK,309,298
2025-11-07,CHENGDU,147,146
2025-11-07,COCTEAU,87,81
2025-11-07,CONDORCET,161,158
2025-11-07,COPERNIC,35,31
2025-11-07,DAUDET,117,99
2025-11-07,DAVILER KERGOMARD,266,262
2025-11-07,DEROIN,113,104
2025-11-07,DIDEROT,150,138
2025-11-07,DOCTEUR CALMETTE,164,170
2025-11-07,DURUY,46,43
2025-11-07,ELUARD,77,76
2025-11-07,EMILE COMBES,60,60
2025-11-07,EUGENE POTTIER JEAN SIBELIUS,261,259
2025-11-07,F D ROOSEVELT,99,96
2025-11-07,FIGUIER,86,77
2025-11-07,FLORIAN,83,78
2025-11-07,FRANCOIS MITTERRAND,190,180
2025-11-07,FREDERIC BAZILLE,17,13
2025-11-07,GALILEE,88,93
2025-11-07,GAMA,74,72
2025-11-07,GAMBETTA,83,82
2025-11-07,GANDHI,24,23
2025-11-07,GARIBALDI,141,143
2025-11-07,GARNIER,67,65
2025-11-07,GEORGES SIMENON,164,171
2025-11-07,GERMAINE RICHIER,292,289
2025-11-07,GOETHE,56,55
2025-11-07,HEIDELBERG,120,119
2025-11-07,HYPATIE,54,53
2025-11-07,ISAAC SCHOLL,108,104
2025-11-07,JACQUES BREL,194,191
2025-11-07,JEAN JAURES,186,171
2025-11-07,JEAN MACE,130,134
2025-11-07,JEAN MERMOZ,139,142
2025-11-07,JEAN MOULIN,117,114
2025-11-07,JEAN ZAY,91,90
2025-11-07,JEANNE D ARC,108,101
2025-11-07,JEANNE MOREAU,177,174
2025-11-07,JOAN MIRO,223,218
2025-11-07,JOSEPH DELTEIL,134,129
2025-11-07,JOYCE,43,40
2025-11-07,JULES FERRY,141,143
2025-11-07,JULES SIMON,163,162
2025-11-07,JULES VERNE,98,97
2025-11-07,JULIE DAUBIE,173,176
2025-11-07,KIPLING,72,71
2025-11-07,LAFONTAINE,71,67
2025-11-07,LAMARTINE,83,80
2025-11-07,LEO MALET,208,203
2025-11-07,LEOPOLD SEDAR SENGHOR,112,110
2025-11-07,LOUIS ARMSTRONG,151,153
2025-11-07,LOUISVILLE,90,85
2025-11-07,LUDWIG VAN BEETHOVEN,335,335
2025-11-07,LUTHERKING,43,42
2025-11-07,MADAME DE SEVIGNE,121,92
2025-11-07,MARC BLOCH,132,134
2025-11-07,MARGUERITTE YOURCENAR,179,161
2025-11-07,MARIE CURIE,187,176
2025-11-07,MARIE PAPE CARPENTIER,147,141
2025-11-07,MICHEL DE L HOSPITAL,275,261
2025-11-07,MICHELET,64,58
2025-11-07,MORISOT MOZART,258,264
2025-11-07,NERUDA,38,36
2025-11-07,OLYMPE DE GOUGES,216,206
2025-11-07,PAGNOL,99,98
2025-11-07,PASTEUR,42,43
2025-11-07,PAUL BERT VICTOR HUGO,150,154
2025-11-07,PAUL LANGEVIN,121,123
2025-11-07,PAUL PAINLEVE,124,117
2025-11-07,PERICLES,89,86
2025-11-07,PICASSO,17,18
2025-11-07,PREVERT,28,27
2025-11-07,PROKOFIEV,54,55
2025-11-07,RENAUD,49,49
2025-11-07,RONSARD,110,110
2025-11-07,ROUX,45,42
2025-11-07,SAMUEL PATY,75,62
2025-11-07,SARAH BERNHARDT,55,54
2025-11-07,SIGMUND FREUD,139,139
2025-11-07,SIGNORET,117,109
2025-11-07,SIMON BOLIVAR,110,113
2025-11-07,SOULAGES,109,107
2025-11-07,SPINOZA,187,190
2025-11-07,SUN YAT SEN,184,178
2025-11-07,SURCOUF,98,98
2025-11-07,TERESA,63,59
2025-11-07,VAN GOGH,43,37
2025-11-07,VICTOR SCHOELCHER,254,232
2025-11-07,VOLTAIRE,207,204
2025-11-07,WINSTON CHURCHILL,275,274
2025-11-07,WOOLF,22,20
2025-11-10,AKIRA KUROSAWA,90,97
2025-11-10,ALAIN SAVARY,135,127
2025-11-10,ALBRECHT,74,71
2025-11-10,ANDRE BOULLOCHE,35,32
2025-11-10,ANDRE MALRAUX,231,225
2025-11-10,ANTOINE BALARD,71,62
2025-11-10,AQUITAINE,82,80
2025-11-10,ARISTOTE,64,65
2025-11-10,AUBIGNE,117,116
2025-11-10,AUBRAC,53,47
2025-11-10,AUGUSTE COMTE,50,49
2025-11-10,AVERROES,46,0
2025-11-10,BENOITE GROULT,218,204
2025-11-10,BERGMAN,0,0
2025-11-10,BLAISE PASCAL,94,97
2025-11-10,BON,81,80
2025-11-10,BOUCHER,87,78
2025-11-10,BRES,75,74
2025-11-10,CALANDRETA DAU CHIVALET,74,69
2025-11-10,CALANDRETA DAU CLAPAS,147,131
2025-11-10,CALLAS,102,92
2025-11-10,CAMOENS,55,56
2025-11-10,CANDOLA,77,70
2025-11-10,CERVANTES,44,45
2025-11-10,CHAPLIN,128,118
2025-11-10,CHAPTAL,94,80
2025-11-10,CHARLES BAUDELAIRE,175,165
2025-11-10,CHARLES DICKENS ANNE FRANK,299,281
2025-11-10,CHENGDU,145,139
2025-11-10,COCTEAU,84,73
2025-11-10,CONDORCET,157,146
2025-11-10,COPERNIC,38,36
2025-11-10,DAUDET,118,121
2025-11-10,DAVILER KERGOMARD,266,262
2025-11-10,DEROIN,106,99
2025-11-10,DIDEROT,131,127
2025-11-10,DOCTEUR CALMETTE,157,159
2025-11-10,DURUY,42,0
2025-11-10,ELUARD,79,75
2025-11-10,EMILE COMBES,54,0
2025-11-10,EUGENE POTTIER JEAN SIBELIUS,257,245
2025-11-10,F D ROOSEVELT,84,84
2025-11-10,FIGUIER,88,57
2025-11-10,FLORIAN,80,69
2025-11-10,FRANCOIS MITTERRAND,190,182
2025-11-10,FREDERIC BAZILLE,16,15
2025-11-10,GALILEE,69,66
2025-11-10,GAMA,74,70
2025-11-10,GAMBETTA,81,77
2025-11-10,GANDHI,20,20
2025-11-10,GARIBALDI,132,132
2025-11-10,GARNIER,65,63
2025-11-10,GEORGES SIMENON,158,155
2025-11-10,GERMAINE RICHIER,275,262
2025-11-10,GOETHE,59,55
2025-11-10,HEIDELBERG,105,101
2025-11-10,HYPATIE,49,46
2025-11-10,ISAAC SCHOLL,106,104
2025-11-10,JACQUES BREL,177,172
2025-11-10,JEAN JAURES,170,163
